date,number,species,treatment,cohort,week,height (cm),leaf number,bolting Y/N,buds,notes
6-Feb,149,ceso,high N,1,6,NA,NA,NA,NA,
6-Feb,150,heco,low N,4,6,8,10,N,NA,
6-Feb,151,ceso,low N,2,6,NA,NA,NA,NA,
6-Feb,152,ceso,high N,3,6,12.9,13,N,NA,
6-Feb,153,ceso,high N,1,6,NA,NA,NA,NA,
6-Feb,154,ceso,low N,2,6,NA,NA,NA,NA,
6-Feb,155,ceso,low N,4,6,9.4,10,N,NA,
6-Feb,156,ceso,low N,3,6,9.2,7,N,NA,
6-Feb,157,ceso,high N,4,6,12.5,13,N,NA,
6-Feb,158,ceso,low N,3,6,12.6,7,N,NA,
6-Feb,159,ceso,high N,3,6,13.1,16,N,NA,
6-Feb,160,heco,low N,1,6,NA,NA,NA,NA,
13-Feb,1,heco,low N,4,7,8.4,8,N,NA,
13-Feb,2,heco,high N,4,7,6.7,20,N,NA,
13-Feb,3,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,4,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,5,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,6,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,7,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,8,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,9,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,10,ceso,high N,4,7,10.9,13,N,NA,
13-Feb,11,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,12,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,13,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,14,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,15,ceso,low N,4,7,10.3,12,N,NA,
13-Feb,16,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,17,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,18,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,19,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,20,ceso,high N,4,7,9.1,21,N,NA,
13-Feb,21,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,22,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,23,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,24,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,25,ceso,low N,4,7,7.5,13,N,NA,
13-Feb,26,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,27,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,28,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,29,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,30,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,31,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,32,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,33,heco,high N,4,7,8.9,28,ready,NA,ready to bolt
13-Feb,34,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,35,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,36,heco,high N,4,7,8.4,24,N,NA,
13-Feb,37,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,38,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,39,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,40,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,41,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,42,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,43,ceso,high N,4,7,15.1,22,N,NA,
13-Feb,44,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,45,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,46,heco,low N,4,7,7.4,10,N,NA,
13-Feb,47,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,48,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,49,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,50,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,51,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,52,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,53,heco,high N,4,7,15.3,42,Y,NA,
13-Feb,54,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,55,heco,high N,4,7,11.4,30,ready,NA,ready to bolt
13-Feb,56,heco,low N,4,7,6.3,8,N,NA,
13-Feb,57,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,58,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,59,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,60,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,61,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,62,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,63,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,64,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,65,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,66,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,67,ceso,high N,4,7,13.6,16,N,NA,
13-Feb,68,ceso,low N,4,7,9.7,11,N,NA,
13-Feb,69,heco,low N,4,7,8.1,10,N,NA,
13-Feb,70,heco,low N,4,7,14.6,10,N,NA,
13-Feb,71,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,72,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,73,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,74,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,75,ceso,low N,4,7,6.6,13,N,NA,
13-Feb,76,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,77,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,78,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,79,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,80,ceso,low N,4,7,8.2,10,N,NA,
13-Feb,81,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,82,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,83,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,84,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,85,ceso,low N,4,7,8.2,12,N,NA,
13-Feb,86,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,87,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,88,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,89,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,90,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,91,ceso,high N,4,7,17.4,28,Y,0,
13-Feb,92,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,93,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,94,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,95,ceso,high N,4,7,14.4,16,N,NA,
13-Feb,96,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,97,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,98,heco,low N,4,7,11.1,12,N,NA,
13-Feb,99,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,100,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,101,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,102,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,103,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,104,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,105,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,106,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,107,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,108,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,109,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,110,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,111,ceso,high N,4,7,18.8,20,Y,NA,
13-Feb,112,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,113,ceso,low N,4,7,7.4,12,N,NA,
13-Feb,114,heco,high N,3,7,NA,NA,NA,NA,
13-Feb,115,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,116,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,117,ceso,low N,4,7,10.2,10,N,NA,
13-Feb,118,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,119,ceso,high N,4,7,12.1,17,N,NA,
13-Feb,120,ceso,low N,4,7,7.7,11,N,NA,
13-Feb,121,heco,high N,4,7,16.3,42,Y,0,
13-Feb,122,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,123,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,124,heco,high N,4,7,18.9,40,Y,0,
13-Feb,125,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,126,heco,high N,4,7,20.2,32,Y,0,
13-Feb,127,heco,high N,4,7,19.3,50,Y,0,
13-Feb,128,heco,low N,1,7,NA,NA,NA,NA,
13-Feb,129,heco,low N,4,7,16.1,10,N,NA,
13-Feb,130,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,131,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,132,heco,low N,4,7,13.2,10,N,NA,
13-Feb,133,heco,high N,2,7,NA,NA,NA,NA,
13-Feb,134,heco,high N,1,7,NA,NA,NA,NA,
13-Feb,135,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,136,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,137,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,138,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,139,heco,low N,3,7,NA,NA,NA,NA,
13-Feb,140,heco,low N,4,7,12.1,12,N,NA,
13-Feb,141,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,142,ceso,high N,2,7,NA,NA,NA,NA,
13-Feb,143,heco,high N,4,7,19.8,48,Y,0,
13-Feb,144,heco,low N,2,7,NA,NA,NA,NA,
13-Feb,145,ceso,high N,4,7,6.5,14,N,NA,
13-Feb,146,ceso,low N,1,7,NA,NA,NA,NA,
13-Feb,147,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,148,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,149,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,150,heco,low N,4,7,9.6,12,N,NA,
13-Feb,151,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,152,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,153,ceso,high N,1,7,NA,NA,NA,NA,
13-Feb,154,ceso,low N,2,7,NA,NA,NA,NA,
13-Feb,155,ceso,low N,4,7,8.8,11,N,NA,multiple Yellow and reddish leaves
13-Feb,156,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,157,ceso,high N,4,7,11.7,14,N,NA,
13-Feb,158,ceso,low N,3,7,NA,NA,NA,NA,
13-Feb,159,ceso,high N,3,7,NA,NA,NA,NA,
13-Feb,160,heco,low N,1,7,NA,NA,NA,NA,
20-Feb,1,heco,low N,4,8,12.9,12,N,NA,
20-Feb,2,heco,high N,4,8,12.6,36,N,NA,
20-Feb,3,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,4,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,5,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,6,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,7,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,8,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,9,ceso,high N,3,8,20.3,16,N,NA,
20-Feb,10,ceso,high N,4,8,NA,NA,NA,NA,
20-Feb,11,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,12,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,13,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,14,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,15,ceso,low N,4,8,10.3,13,N,NA,
20-Feb,16,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,17,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,18,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,19,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,20,ceso,high N,4,8,10.6,24,N,NA,
20-Feb,21,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,22,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,23,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,24,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,25,ceso,low N,4,8,9.1,16,N,NA,3 Yellow leaves
20-Feb,26,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,27,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,28,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,29,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,30,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,31,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,32,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,33,heco,high N,4,8,17.3,52,ready,NA,pre-bolting
20-Feb,34,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,35,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,36,heco,high N,4,8,17.8,46,ready,NA,pre-bolting
20-Feb,37,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,38,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,39,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,40,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,41,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,42,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,43,ceso,high N,4,8,13.7,22,N,NA,5 Yellow leaves
20-Feb,44,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,45,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,46,heco,low N,4,8,12.6,12,N,NA,
20-Feb,47,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,48,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,49,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,50,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,51,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,52,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,53,heco,high N,4,8,23.5,48,ready,NA,pre-bolting
20-Feb,54,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,55,heco,high N,4,8,12.5,38,N,NA,
20-Feb,56,heco,low N,4,8,9.2,10,N,NA,
20-Feb,57,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,58,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,59,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,60,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,61,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,62,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,63,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,64,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,65,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,66,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,67,ceso,high N,4,8,16.4,25,N,NA,
20-Feb,68,ceso,low N,4,8,12.2,14,N,NA,
20-Feb,69,heco,low N,4,8,13.9,12,N,NA,
20-Feb,70,heco,low N,4,8,15.2,14,N,NA,
20-Feb,71,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,72,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,73,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,74,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,75,ceso,low N,4,8,7.8,14,N,NA,
20-Feb,76,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,77,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,78,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,79,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,80,ceso,low N,4,8,9.7,13,N,NA,"3 reddish leaves, two Yellow leaves"
20-Feb,81,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,82,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,83,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,84,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,85,ceso,low N,4,8,8.9,14,N,NA,3 Yellow leaves
20-Feb,86,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,87,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,88,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,89,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,90,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,91,ceso,high N,4,8,44.1,41,Y,2,"7 branches, 5 Yellow leaves"
20-Feb,92,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,93,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,94,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,95,ceso,high N,4,8,13.6,23,N,NA,3 Yellow leaves
20-Feb,96,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,97,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,98,heco,low N,4,8,13.3,14,N,NA,
20-Feb,99,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,100,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,101,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,102,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,103,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,104,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,105,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,106,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,107,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,108,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,109,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,110,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,111,ceso,high N,4,8,53.3,32,Y,1,"12 branches, 5 Yellow leaves"
20-Feb,112,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,113,ceso,low N,4,8,8.9,14,N,NA,
20-Feb,114,heco,high N,3,8,NA,NA,NA,NA,
20-Feb,115,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,116,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,117,ceso,low N,4,8,11.1,12,N,NA,
20-Feb,118,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,119,ceso,high N,4,8,16.4,22,ready,NA,"pre-bolting, 3 Yellow leaves"
20-Feb,120,ceso,low N,4,8,8.1,13,N,NA,
20-Feb,121,heco,high N,4,8,25.2,74,Y,0,
20-Feb,122,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,123,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,124,heco,high N,4,8,22.4,48,ready,NA,pre-bolting
20-Feb,125,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,126,heco,high N,4,8,24.2,54,ready,NA,pre-bolting
20-Feb,127,heco,high N,4,8,26.2,96,Y,0,
20-Feb,128,heco,low N,1,8,NA,NA,NA,NA,
20-Feb,129,heco,low N,4,8,18.1,14,N,NA,
20-Feb,130,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,131,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,132,heco,low N,4,8,15.7,12,N,NA,
20-Feb,133,heco,high N,2,8,NA,NA,NA,NA,
20-Feb,134,heco,high N,1,8,NA,NA,NA,NA,
20-Feb,135,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,136,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,137,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,138,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,139,heco,low N,3,8,NA,NA,NA,NA,
20-Feb,140,heco,low N,4,8,15.6,16,N,NA,
20-Feb,141,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,142,ceso,high N,2,8,NA,NA,NA,NA,
20-Feb,143,heco,high N,4,8,26.8,76,Y,0,
20-Feb,144,heco,low N,2,8,NA,NA,NA,NA,
20-Feb,145,ceso,high N,4,8,11.3,19,N,NA,3 Yellow leaves
20-Feb,146,ceso,low N,1,8,NA,NA,NA,NA,
20-Feb,147,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,148,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,149,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,150,heco,low N,4,8,12,16,N,NA,
20-Feb,151,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,152,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,153,ceso,high N,1,8,NA,NA,NA,NA,
20-Feb,154,ceso,low N,2,8,NA,NA,NA,NA,
20-Feb,155,ceso,low N,4,8,5.9,16,N,NA,
20-Feb,156,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,157,ceso,high N,4,8,9.7,18,N,NA,
20-Feb,158,ceso,low N,3,8,NA,NA,NA,NA,
20-Feb,159,ceso,high N,3,8,NA,NA,NA,NA,
20-Feb,160,heco,low N,1,8,NA,NA,NA,NA,
28-Feb,1,heco,low N,4,9,16.9,14,N,NA,
28-Feb,2,heco,high N,4,9,19.8,56,N,NA,
28-Feb,3,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,4,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,5,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,6,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,7,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,8,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,9,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,10,ceso,high N,4,9,22.5,19,N,NA,
28-Feb,11,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,12,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,13,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,14,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,15,ceso,low N,4,9,11.1,16,N,NA,
28-Feb,16,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,17,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,18,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,19,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,20,ceso,high N,4,9,12.3,28,N,NA,5Y
28-Feb,21,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,22,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,23,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,24,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,25,ceso,low N,4,9,9.3,19,N,NA,"2Y, 8 white tips"
28-Feb,26,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,27,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,28,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,29,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,30,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,31,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,32,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,33,heco,high N,4,9,22.5,68,ready,NA,
28-Feb,34,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,35,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,36,heco,high N,4,9,27.8,60,Y,0,
28-Feb,37,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,38,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,39,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,40,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,41,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,42,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,43,ceso,high N,4,9,13.7,31,N,NA,
28-Feb,44,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,45,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,46,heco,low N,4,9,18,16,N,NA,
28-Feb,47,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,48,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,49,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,50,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,51,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,52,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,53,heco,high N,4,9,24.1,90,Y,0,
28-Feb,54,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,55,heco,high N,4,9,16.1,38,ready,NA,3Y
28-Feb,56,heco,low N,4,9,13.1,12,N,NA,
28-Feb,57,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,58,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,59,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,60,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,61,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,62,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,63,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,64,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,65,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,66,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,67,ceso,high N,4,9,52.1,45,Y,2,5 Y
28-Feb,68,ceso,low N,4,9,16.1,17,Y,0,1 Y
28-Feb,69,heco,low N,4,9,15.6,16,N,NA,
28-Feb,70,heco,low N,4,9,18,18,ready,NA,
28-Feb,71,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,72,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,73,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,74,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,75,ceso,low N,4,9,12.7,18,ready,NA,
28-Feb,76,ceso,low N,1,9,NA,NA,NA,NA,
28-Feb,77,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,78,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,79,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,80,ceso,low N,4,9,14.7,16,N,NA,5Y
28-Feb,81,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,82,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,83,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,84,ceso,low N,3,9,NA,NA,NA,NA,
28-Feb,85,ceso,low N,4,9,11.6,15,N,NA,5Y
28-Feb,86,heco,low N,3,9,NA,NA,NA,NA,
28-Feb,87,heco,high N,1,9,NA,NA,NA,NA,
28-Feb,88,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,89,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,90,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,91,ceso,high N,4,9,56.1,62,Y,5,5Y
28-Feb,92,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,93,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,94,heco,high N,3,9,NA,NA,NA,NA,
28-Feb,95,ceso,high N,4,9,19.7,26,N,NA,6Y
28-Feb,96,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,97,heco,low N,1,9,NA,NA,NA,NA,
28-Feb,98,heco,low N,4,9,16.7,18,ready,NA,
28-Feb,99,ceso,low N,2,9,NA,NA,NA,NA,
28-Feb,100,ceso,high N,1,9,NA,NA,NA,NA,
28-Feb,101,ceso,high N,2,9,NA,NA,NA,NA,
28-Feb,102,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,103,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,104,heco,low N,2,9,NA,NA,NA,NA,
28-Feb,105,heco,high N,2,9,NA,NA,NA,NA,
28-Feb,106,ceso,high N,3,9,NA,NA,NA,NA,
28-Feb,107,ceso,low N,3,9,NA,NA,NA,NA,
